"HousePrice","StoreArea","BasementArea","LawnArea","HouseNetWorth"
138800,29.9,75,11.2239114494987,"Low"
155000,44,504,9.68986876869053,"Medium"
152000,46.2,493,10.1926132188685,"Medium"
160000,46.2,510,6.817316198805,"Medium"
226000,48.7,445,10.9162151352073,"Medium"
275000,56.4,1148,9.000685792667,"High"
215000,47.1,380,9.88658510641057,"Medium"
392000,56.7,945,9.48361050060522,"High"
325000,84,1572,10.7132483572909,"High"
151000,49.2,506,9.59364558526721,"Medium"
121000,19.2,0,9.70029360223607,"Low"
100000,63,0,9.95595992398498,"Low"
113000,10,0,8.17026787034027,"Low"
143500,25.2,196,9.81651127708682,"Low"
324000,47.3,1619,10.2051031790767,"High"
82000,1.8,0,8.81574936751844,"Low"
85000,15.1,0,9.67913449529579,"Low"
320000,76.8,1234,10.7361497878593,"High"
177500,44,378,6.78313115613353,"Medium"
58500,20,203,9.51945828677628,"Low"
149000,22.5,0,8.88783835544538,"Low"
274000,58.8,1218,10.6109464447546,"High"
336000,67.6,854,10.5103372780812,"High"
271000,85.7,1218,10.7319048513639,"High"
135900,26.7,210,8.68401984131839,"Low"
254000,55,863,8.88783835544538,"High"
394432,83.4,1445,10.331634974579,"High"
72500,28.7,0,9.02254886136602,"Low"
139000,48.8,0,9.84650177211819,"Low"
119500,19.8,0,9.62996287401759,"Low"
115000,3.1,0,9.60184589404188,"Low"
168500,44,420,6.78313115613353,"Medium"
172500,44,381,7.53877237708709,"Medium"
264561,64.8,1154,7.9437453544996,"High"
274900,85.6,1088,9.89614323912311,"High"
286000,68.2,1153,8.37640098020379,"High"
210000,44,300,9.66808775908972,"Medium"
328000,53.3,1201,10.8775730593728,"High"
145000,21.6,0,8.90629710150115,"Low"
119750,24,0,8.91089390153543,"Low"
360000,70.8,1274,10.5478178068533,"High"
141000,20.9,0,9.45741609003176,"Low"
555000,67.2,1767,11.1454733513526,"High"
86000,21.6,0,8.5723212890964,"Low"
154300,48,443,10.3780198565377,"Medium"
149350,27.1,0,9.61424776393508,"Low"
136000,15.3,0,9.74003746425297,"Low"
274300,58.3,975,9.9369053679029,"High"
161500,45.7,251,9.9470814235992,"Medium"
374000,87.4,1567,10.4326090277651,"High"
39300,32.4,0,8.40896415253714,"Low"
122000,31.7,259,8.51216093192247,"Low"
110000,28,0,9.45445926112891,"Low"
335000,62.8,965,12.7199122663405,"High"
135000,21.6,0,10.0790575349882,"Low"
394617,77.4,1336,10.5618501286032,"High"
755000,83.2,1455,12.1139623353708,"High"
310000,81.2,765,10.2418350787764,"High"
611657,82,2188,10.661227836232,"High"
128000,63,0,8.90912674351071,"Low"
52000,10,0,8.01655013408127,"Low"
179400,44,549,6.91009012569686,"Medium"
256000,52.9,1116,15.189133431239,"High"
105000,18,209,8.84479671119873,"Low"
197500,48.4,381,10.0751486501985,"Medium"
280000,86.2,1039,10.3243732340365,"High"
171000,35.8,522,9.96986404713291,"Medium"
97000,20.8,0,6.25727927304702,"Low"
297000,82.6,1288,10.1555813602358,"High"
75500,25.3,150,6.21397370066978,"Low"
345000,53.8,1410,10.850276550489,"High"
95000,20,236,9.7626851050083,"Low"
68500,24,0,8.91759953172849,"Low"
350000,83.9,1696,10.1075039765159,"High"
129000,24,187,9.57347971738159,"Low"
127000,8.1,0,9.1081183900861,"Low"
147000,48.8,206,9.57404951649238,"Low"
156000,44,439,9.43665976093092,"Medium"
250000,56.4,790,11.3665088393963,"High"
118000,21.4,133,10.489821620401,"Low"
312500,76.5,1274,10.9413049848431,"High"
165600,42,518,9.36291256905523,"Medium"
76500,48,0,8.55240867777253,"Low"
385000,89.4,1810,14.9737087354536,"High"
290000,67.1,524,10.4145079050164,"High"
335000,83.6,936,10.3120841881972,"High"
426000,84.6,1280,10.5682100099268,"High"
106250,35.5,0,10.1942654690827,"Low"
260000,65.6,987,9.97490569933681,"High"
75000,28.6,0,6.68823881845513,"Low"
96500,15.6,0,9.68546928116901,"Low"
176000,44,419,7.53877237708709,"Medium"
119000,18,0,8.80111736793393,"Low"
280000,57.6,655,16.309794552054,"High"
451950,84.2,1338,10.7747291779455,"High"
126175,22,256,8.734353123789,"Low"
60000,24.6,290,9.57347971738159,"Low"
188000,43.1,219,9.45741609003176,"Medium"
446261,85.8,1330,11.0572154598083,"High"
375000,51.3,1236,21.5393834602681,"High"
139900,28.6,0,10.5401401471699,"Low"
185000,42,310,9.94072505162494,"Medium"
220000,43.2,297,10.3045525331271,"Medium"
180000,40,250,9.38264804350536,"Medium"
188500,43.2,425,9.39623846012882,"Medium"
135750,28.3,228,9.59477791288625,"Low"
175900,48.4,387,9.19648901146168,"Medium"
377500,75.8,1320,11.0468449106871,"High"
313000,73.6,904,10.2527547619234,"High"
285000,70.2,1059,10.2983779629854,"High"
465000,85,1386,10.8563385422215,"High"
66500,20,0,8.69659022863307,"Low"
260000,58.6,1258,12.3938146057402,"High"
108000,47.6,290,10.8594633431617,"Low"
116000,28,0,9.52987409769625,"Low"
119500,26.4,231,6.40217174588736,"Low"
341000,98.3,1173,10.1328299178836,"High"
116050,28,0,9.83417049962219,"Low"
87000,13.2,116,8.13891765818507,"Low"
170000,45.4,306,11.5700304340763,"Medium"
173000,48.4,400,9.77502089433726,"Medium"
116900,28.8,0,8.68897832617319,"Low"
155000,49.5,500,10.1111336334289,"Medium"
290000,50,1220,10.0451927186761,"High"
149000,27,0,9.21155870319381,"Low"
250000,83.6,655,10.9277281219943,"High"
109500,24,0,9.74598426091244,"Low"
130000,21.4,0,9.60889830121523,"Low"
354000,87.2,970,10.4878717789424,"High"
175000,48,444,10.6544131054573,"Medium"
112000,28.8,0,9.71995424636626,"Low"
100000,61.4,266,9.28925228526056,"Low"
320000,59.4,1470,10.5473917098678,"High"
403000,81,689,11.0921855342606,"High"
139000,28.8,170,10.3815966345481,"Low"
104000,35.5,0,8.61955349679012,"Low"
367294,105.2,1540,9.67692817317953,"High"
80000,22,0,8.23906857562847,"Low"
277000,45.4,1065,10.9475981901342,"High"
501837,116.6,1904,11.488960443263,"High"
262500,75,1078,9.74003746425297,"High"
372402,86.6,1400,10.8563385422215,"High"
202500,44,213,10.9056294687286,"Medium"
315750,83.4,719,10.4195945733089,"High"
251000,49.9,1196,8.5444045429612,"High"
135000,31.9,0,10.1942654690827,"Low"
84500,32.4,131,6.6332495807108,"Low"
105000,28,204,9.75623043364221,"Low"
159500,44,535,9.44260411648371,"Medium"
385000,122,1636,11.0303028020652,"High"
106500,29.4,0,9.55605176077018,"Low"
137500,18,0,8.84479671119873,"Low"
108000,29.6,0,9.7626851050083,"Low"
287000,66.5,1165,11.1575518608465,"High"
60000,59,0,8.84479671119873,"Low"
174900,49,312,9.74544409273739,"Medium"
80000,10,288,9.74003746425297,"Low"
315000,77,1447,11.3741618559446,"High"
410000,66.6,816,11.0148085369118,"High"
135000,24,0,7.62368443384703,"Low"
325000,71.2,1032,10.5217308473836,"High"
268000,59,728,10.7482505131401,"High"
91300,27.3,0,8.72081494857712,"Low"
115000,24,0,8.88783835544538,"Low"
625000,80.7,1387,13.7514779735549,"High"
154000,44.1,298,10.4003143348612,"Medium"
40000,25,0,9.60184589404188,"Low"
100000,26.4,0,8.82303812890516,"Low"
110000,27,0,8.68287436854197,"Low"
230000,47,296,10.8998424518497,"Medium"
120000,29.7,111,9.31688669941776,"Low"
136000,21.6,168,9.60748906185766,"Low"
250000,69.3,1216,10.2804776506212,"High"
85000,9.5,0,9.59336244070599,"Low"
91500,28,0,9.33230440347999,"Low"
201800,49.2,454,10.8188261427567,"Medium"
335000,56.7,1406,11.501633168956,"High"
328900,50.6,1238,8.45855704161965,"High"
152000,48,338,9.91697165596201,"Medium"
159000,42,399,8.40896415253714,"Medium"
96500,20,0,10.1453022975882,"Low"
164000,49.2,427,10.4954483964154,"Medium"
252678,64.4,822,9.64114102733582,"High"
316600,61.2,1441,10.536936164629,"High"
339750,83.6,789,10.1942654690827,"High"
383970,79.2,984,9.99123849212117,"High"
307000,63.6,1369,10.0209341722748,"High"
113000,28,0,8.93727599388446,"Low"
140000,27.1,120,9.89846400767953,"Low"
137450,21.6,264,8.86316606602693,"Low"
137500,25.2,0,10.3780198565377,"Low"
150500,48.4,532,9.68546928116901,"Medium"
255000,58.6,932,10.3255088912606,"High"
197900,48,528,11.562113110604,"Medium"
262000,75.7,1456,10.5654554713807,"High"
55000,31.7,0,8.65061545414422,"Low"
277500,55.6,1153,9.24749048981362,"High"
101000,28.8,0,9.21155870319381,"Low"
64500,21.6,0,10.1942654690827,"Low"
190000,49.5,416,11.0303028020652,"Medium"
271000,52.5,1000,10.2280777590404,"High"
315000,69.6,986,9.79370361335559,"High"
348000,87,1074,9.86009111630785,"High"
241500,43.9,226,14.062265589475,"Medium"
158900,44,438,10.3815966345481,"Medium"
285000,54.1,700,10.1653533434188,"High"
275000,56.9,1518,10.63659179389,"High"
275000,48.2,1373,7.87298347954871,"High"
319000,75.8,1422,10.3107160236241,"High"
117500,20.5,0,9.97490569933681,"Low"
205000,48.6,454,10.799029488658,"Medium"
257000,62,976,10.239740086435,"High"
79900,12.7,0,8.64520374336078,"Low"
124000,24,0,9.74003746425297,"Low"
94000,13.2,0,8.92393831042428,"Low"
194500,45.7,402,9.8603518997386,"Medium"
130000,27.5,210,10.0660918876042,"Low"
138000,24,180,9.21155870319381,"Low"
437154,70.6,1410,11.9556283432137,"High"
85000,28,247,9.21155870319381,"Low"
260400,52.7,919,10.1450628775997,"High"
78000,18.9,0,8.9449705993698,"Low"
103200,3.1,0,8.61173529963367,"Low"
424870,105.2,1150,9.99123849212117,"High"
131000,28.1,292,10.3350336509735,"Low"
306000,77.2,1218,10.3506245373836,"High"
82000,29.4,0,9.57347971738159,"Low"
213000,42.5,513,9.82469379987556,"Medium"
99500,26.4,0,9.42533443746434,"Low"
144000,22.5,0,9.69919783338467,"Low"
284000,88,1124,10.159874971635,"High"
91000,21,0,9.94606522279689,"Low"
107000,21,0,9.97641670531809,"Low"
423000,113.4,1721,12.0230814684398,"High"
377426,67.6,1249,10.9079416981533,"High"
315500,91.2,1022,10.6568927021743,"High"
538000,84.1,1416,15.2088565223299,"High"
369900,88,1460,10.342724928302,"High"
93000,25.6,0,8.80111736793393,"Low"
466500,80.4,1282,10.3329948475896,"High"
183200,39.3,457,9.41606502703074,"Medium"
142125,24,49,9.92848652420412,"Low"
109000,24,0,10.0333329663365,"Low"
117000,21.6,0,8.80111736793393,"Low"
94500,28.8,0,6.40217174588736,"Low"
305900,88.8,1464,10.0951338034113,"High"
395192,60.6,1646,10.0395151651402,"High"
284000,87.1,866,10.1527159243447,"High"
337000,85.6,1163,9.85434863856976,"High"
159950,48.4,516,10.7591063303558,"Medium"
290000,72.1,565,9.98747649390475,"High"
250000,61.9,619,10.2478800681744,"High"
80500,10,0,8.88783835544538,"Low"
275000,73.6,546,10.2241034649243,"High"
269790,45.5,862,9.9799397184507,"High"
102000,1.8,0,8.80111736793393,"Low"
79000,15.1,0,9.89846400767953,"Low"
272000,67,1358,10.338202726649,"High"
139400,28,0,9.29018780592152,"Low"
311872,78.6,1126,9.85068910105611,"High"
107900,28.1,0,8.80111736793393,"Low"
301500,69.1,1314,10.93595676671,"High"
325624,78.9,1288,10.1376324358998,"High"
55000,59.8,0,7.76525941142505,"Low"
326000,77.2,1261,11.2526211688356,"High"
115000,24,0,10.1178985533834,"Low"
82500,22.3,280,8.5444045429612,"Low"
102000,18,0,8.86639588717615,"Low"
270000,80.8,1300,10.9802247237847,"High"
171000,49,319,9.80618798444344,"Medium"
278000,54.2,1104,9.89846400767953,"High"
392500,48.2,1480,8.64559063126953,"High"
310000,79.6,1012,10.9811688288228,"High"
345000,73.6,998,10.449740166997,"High"
272000,61.9,896,10.5155012186882,"High"
196500,49.6,394,10.1036280275811,"Medium"
185000,40,410,9.306048591021,"Medium"
108000,24,0,10.049629315732,"Low"
118000,40.1,0,9.84781088625628,"Low"
132500,28,0,8.80111736793393,"Low"
128000,21.6,0,9.10016716610489,"Low"
119000,28.8,280,9.89846400767953,"Low"
302000,73.9,1219,18.4210780508911,"High"
125500,29.7,0,9.21155870319381,"Low"
261500,53.1,990,10.4411851377009,"High"
305000,74.9,871,10.5191544122607,"High"
84000,29,0,10.3555807634162,"Low"
88000,26.4,0,6.40217174588736,"Low"
350000,73.8,1170,9.69481103993644,"High"
112000,28,0,6.40217174588736,"Low"
402861,90,1436,10.5139958552153,"High"
114504,21.6,0,7.74596669241483,"Low"
299800,83.1,575,9.73001140007776,"High"
205000,48.3,403,10.1178985533834,"Medium"
138887,18,0,10.7049025593984,"Low"
98000,24,0,9.57490402445327,"Low"
440000,90.8,1350,11.0625744748155,"High"
133000,24,0,8.84479671119873,"Low"
402000,71.1,1361,14.6916592557649,"High"
91500,63,0,6.40217174588736,"Low"
120000,28.8,0,10.1852864350876,"Low"
52500,15.6,0,8.01072061855472,"Low"
430000,54.6,1231,10.614083890947,"High"
259000,63,1300,10.9870168520204,"High"
280000,59.2,956,10.468749108725,"High"
93000,47.6,0,9.55490560761485,"Low"
293077,80,1513,9.87777744946725,"High"
260000,48.4,692,10.6789262968001,"High"
745000,81.3,2096,11.1799820994483,"High"
93500,25.3,212,10.1734356175033,"Low"
318000,92.8,1004,10.4848365289108,"High"
99900,59.8,0,7.98236364044485,"Low"
290000,84.4,740,10.0298659372733,"High"
67000,34.6,41,9.52987409769625,"Low"
260000,66,1300,10.3880701377182,"High"
84500,8.1,0,11.4548490331289,"Low"
